model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A3,2016,15699,Manual,30154,Diesel,20,65.7,2.0
 A4,2017,16599,Automatic,36715,Diesel,145,70.6,2.0
 A3,2016,12529,Automatic,50992,Petrol,30,58.9,1.4
 Q5,2015,13063,Manual,83855,Diesel,160,50.4,2.0
 A3,2015,11530,Manual,28255,Diesel,0,83.1,1.6
 A3,2012,6999,Manual,82293,Diesel,30,64.2,2.0
 A6,2015,17999,Automatic,36000,Diesel,125,58.9,3.0
 A4,2013,9999,Manual,53764,Diesel,125,60.1,2.0
 A4,2011,8850,Manual,65349,Diesel,30,61.4,2.0
 A6,2010,8450,Manual,42000,Diesel,160,49.6,2.0
 A1,2015,10899,Manual,21131,Diesel,0,80.7,1.6
 A1,2015,10879,Manual,20912,Petrol,30,55.4,1.4
 Q3,2016,13849,Manual,46553,Diesel,30,61.4,2.0
 A5,2017,18189,Manual,40858,Diesel,20,68.9,2.0
 Q2,2017,15529,Manual,50841,Diesel,145,64.2,1.6
 A3,2015,19300,Automatic,42248,Petrol,200,39.8,2.0
 A1,2016,15199,Manual,42991,Petrol,235,39.8,2.0
 Q2,2017,18052,Manual,34000,Petrol,145,50.4,1.4
 Q2,2017,16999,Manual,33636,Diesel,30,61.4,1.6
 A4,2017,18204,Automatic,32155,Diesel,20,67.3,2.0
 A3,2015,9839,Manual,37402,Diesel,20,68.9,2.0
 A5,2011,12484,Automatic,59468,Diesel,235,42.8,3.0
 A1,2012,9020,Automatic,56767,Petrol,125,53.3,1.4
 A4,2017,18495,Automatic,41112,Diesel,145,62.8,2.0
 A1,2015,15499,Manual,42670,Petrol,235,39.8,2.0
 A4,2016,14195,Manual,44703,Diesel,0,74.3,2.0
 A3,2016,10999,Manual,64753,Diesel,20,70.6,2.0
 A7,2011,11440,Automatic,63119,Diesel,145,53.3,3.0
 Q3,2014,14840,Manual,49987,Petrol,150,47.9,1.4
 A5,2015,17440,Automatic,34589,Diesel,145,56.5,2.0
 A4,2016,15940,Manual,57583,Diesel,30,62.8,2.0
 A1,2015,10470,Manual,52902,Petrol,30,58.9,1.4
 A4,2016,12470,Manual,85945,Diesel,30,64.2,2.0
 Q7,2016,25940,Automatic,97420,Diesel,200,47.9,3.0
 A3,2014,12640,Automatic,56508,Diesel,125,58.9,2.0
 A1,2012,6790,Manual,64446,Diesel,0,74.3,1.6
 A5,2014,14989,Automatic,57099,Diesel,125,58.9,2.0
 A6,2016,12550,Automatic,64561,Diesel,20,64.2,2.0
 A3,2015,12940,Automatic,58972,Petrol,30,57.6,1.4
 A7,2014,14840,Automatic,69743,Diesel,200,47.9,3.0
 SQ5,2013,17940,Automatic,95012,Diesel,260,41.5,3.0
 A3,2015,8260,Manual,87661,Diesel,20,70.6,1.6
 A3,2004,4689,Automatic,28477,Petrol,305,36.2,1.6
 Q3,2016,15790,Manual,30865,Diesel,30,60.1,2.0
 A4,2017,17290,Automatic,30364,Diesel,20,67.3,2.0
 A3,2013,8490,Manual,57912,Diesel,20,67.3,2.0
 Q2,2018,17931,Manual,9566,Petrol,145,52.3,1.4
 A3,2017,15970,Manual,30584,Petrol,145,60.1,1.4
 A1,2016,11499,Manual,10301,Petrol,0,67.3,1.0
 A6,2017,21699,Automatic,34026,Diesel,145,58.9,2.0
 Q3,2016,18500,Automatic,19126,Petrol,145,47.9,1.4
 Q3,2016,18000,Automatic,42811,Diesel,145,52.3,2.0
 A4,2016,13699,Automatic,45188,Diesel,0,72.4,2.0
 Q3,2016,18999,Automatic,25667,Diesel,160,50.4,2.0
 A1,2015,9999,Manual,23758,Diesel,0,80.7,1.6
 Q5,2014,18499,Manual,37245,Petrol,235,37.7,2.0
 Q3,2016,17399,Manual,27214,Diesel,160,49.6,2.0
 Q2,2018,20192,Manual,8668,Diesel,145,64.2,1.6
 A3,2016,20250,Manual,20587,Petrol,200,40.4,2.0
 Q3,2011,10599,Manual,35577,Petrol,235,38.7,2.0
 A1,2015,11199,Manual,32199,Petrol,30,55.4,1.4
 Q3,2012,9290,Manual,94547,Petrol,235,38.7,2.0
 Q5,2009,7980,Manual,88639,Diesel,235,42.1,2.0
 A5,2015,14940,Automatic,46374,Diesel,125,58.9,2.0
 S3,2015,19940,Manual,20000,Petrol,205,40.4,2.0
 A6,2013,14440,Automatic,59000,Diesel,150,55.4,2.0
 A4,2017,15940,Automatic,76000,Diesel,150,65.7,2.0
 A5,2013,11690,Automatic,44681,Diesel,125,58.9,2.0
 A3,2015,14790,Automatic,37000,Petrol,30,57.6,1.4
 A3,2014,11990,Automatic,73822,Diesel,125,57.6,2.0
 A4,2016,12490,Manual,65000,Diesel,20,72.4,2.0
 A6,2017,21670,Semi-Auto,20000,Diesel,150,56.5,2.0
 A1,2013,9480,Manual,33013,Petrol,125,53.3,1.4
 A3,2016,10470,Automatic,76000,Diesel,30,62.8,2.0
 A3,2017,11670,Manual,63829,Diesel,150,68.9,1.6
 A7,2013,15440,Automatic,75016,Diesel,200,47.9,3.0
 A1,2015,9790,Manual,40383,Petrol,30,57.6,1.4
 A4,2016,15940,Automatic,36000,Diesel,20,67.3,2.0
 A3,2017,14970,Manual,44151,Diesel,20,65.7,2.0
 TT,2010,6970,Manual,90804,Diesel,150,53.3,2.0
 A3,2014,8770,Semi-Auto,78699,Diesel,20,72.4,1.6
 A1,2017,9950,Manual,54837,Petrol,0,67.3,1.0
 A1,2015,9470,Manual,31478,Diesel,0,80.7,1.6
 Q7,2014,18940,Automatic,60634,Diesel,300,38.2,3.0
 A4,2016,17970,Automatic,58394,Diesel,30,62.8,3.0
 A1,2016,10996,Manual,36379,Petrol,0,67.3,1.0
 A3,2015,9799,Manual,55522,Diesel,20,68.9,2.0
 A6,2016,15871,Manual,41073,Diesel,30,64.2,2.0
 A4,2016,16499,Automatic,37089,Diesel,30,64.2,2.0
 A5,2013,9470,Manual,111873,Diesel,30,61.4,2.0
 A4,2016,13797,Manual,52557,Diesel,30,64.2,2.0
 Q3,2016,13890,Manual,46491,Diesel,30,61.4,2.0
 TT,2007,5995,Automatic,93392,Petrol,565,29.7,3.2
 A6,2016,16490,Automatic,65766,Diesel,30,61.4,2.0
 A4,2017,18470,Automatic,42156,Diesel,145,64.2,3.0
 A4,2016,14840,Automatic,94175,Diesel,30,61.4,2.0
 A6,2017,18440,Automatic,73474,Diesel,125,58.9,2.0
 Q2,2017,16240,Manual,31827,Diesel,145,64.2,1.6
 Q2,2017,15940,Manual,21909,Diesel,30,64.2,1.6
 Q3,2016,13499,Manual,36882,Diesel,30,61.4,2.0
 A1,2015,9799,Manual,47620,Petrol,0,67.3,1.0
 Q5,2015,14670,Manual,55411,Diesel,200,47.9,2.0
 A1,2015,8990,Manual,40011,Diesel,0,80.7,1.6
 A3,2008,2995,Manual,117000,Diesel,200,48.7,2.0
 A3,2015,7793,Manual,101000,Diesel,0,74.3,1.6
 A3,2013,9193,Manual,103000,Diesel,20,67.3,2.0
 A3,2014,8492,Manual,119000,Diesel,20,68.9,2.0
 A6,2015,12794,Automatic,109000,Diesel,30,64.2,2.0
 A1,2012,8299,Manual,76975,Diesel,20,68.9,2.0
 A4,2015,11299,Manual,77808,Diesel,30,64.2,2.0
 A3,2012,6899,Manual,88394,Diesel,125,60.1,2.0
 A6,2016,13500,Manual,61104,Diesel,30,61.4,2.0
 A5,2012,8795,Manual,78807,Diesel,30,61.4,2.0
 Q3,2016,16777,Manual,40414,Diesel,160,49.6,2.0
 A4,2017,15999,Manual,28892,Diesel,140,70.6,2.0
 A4,2015,9390,Manual,90000,Diesel,0,74.3,2.0
 A3,2012,4895,Manual,104822,Diesel,20,68.9,1.6
 A5,2012,8988,Automatic,95437,Diesel,125,58.9,2.0
 A5,2015,13249,Manual,81337,Diesel,30,61.4,2.0
 A5,2016,15779,Manual,57737,Diesel,125,58.9,2.0
 A3,2017,17000,Manual,36974,Petrol,30,60.1,1.4
 A3,2016,7791,Manual,122000,Diesel,0,74.3,1.6
 A3,2014,7491,Manual,107000,Diesel,20,67.3,2.0
 A3,2015,6793,Manual,123000,Diesel,0,83.1,1.6
 A4,2013,8388,Manual,63360,Diesel,30,64.2,2.0
 A5,2015,14695,Automatic,29442,Diesel,125,60.1,2.0
 Q5,2011,7495,Manual,139989,Petrol,300,33.6,2.0
 A4,2015,9249,Manual,84638,Diesel,20,67.3,2.0
 A1,2016,12999,Manual,18758,Diesel,20,72.4,1.6
 A6,2016,17970,Manual,20271,Diesel,30,61.4,2.0
 A6,2016,16190,Semi-Auto,69774,Diesel,145,55.4,2.0
 A1,2012,9890,Semi-Auto,46179,Petrol,125,53.3,1.4
 A1,2017,10170,Manual,31037,Petrol,0,67.3,1.0
 A1,2015,10470,Manual,47331,Petrol,125,52.3,1.4
 Q3,2015,19970,Semi-Auto,14973,Petrol,200,40.4,2.0
 A3,2013,9193,Manual,103000,Diesel,20,67.3,2.0
 A3,2014,8492,Manual,119000,Diesel,20,68.9,2.0
 A4,2016,10393,Manual,100000,Diesel,0,74.3,2.0
 A6,2015,12794,Manual,109000,Diesel,30,64.2,2.0
 A3,2016,11000,Manual,37235,Diesel,0,74.3,1.6
 A3,2016,11999,Automatic,41085,Diesel,0,74.3,1.6
 A4,2017,17499,Manual,24505,Diesel,145,72.4,2.0
 A5,2017,19500,Automatic,29885,Petrol,145,55.4,2.0
 A4,2017,13799,Manual,70816,Diesel,20,70.6,2.0
 A4,2016,16999,Automatic,44406,Diesel,20,67.3,2.0
 A3,2017,14699,Automatic,27743,Diesel,145,70.6,1.6
 A5,2014,17999,Automatic,40000,Petrol,300,34.9,3.0
 A4,2015,9500,Automatic,79813,Petrol,160,45.6,1.8
 A3,2014,12799,Automatic,7595,Petrol,125,50.4,1.8
 A1,2014,10399,Manual,34452,Petrol,125,52.3,1.4
 A3,2015,7793,Manual,108000,Diesel,20,68.9,2.0
 A3,2015,6793,Manual,130000,Diesel,0,74.3,1.6
 A3,2015,6791,Manual,128000,Diesel,20,68.9,2.0
 A3,2015,6791,Manual,128000,Diesel,20,68.9,2.0
 A3,2016,7791,Manual,122000,Diesel,0,74.3,1.6
 A3,2015,6793,Manual,123000,Diesel,0,83.1,1.6
 A1,2012,8899,Manual,43500,Petrol,30,55.4,1.2
 A3,2014,14525,Automatic,24076,Petrol,125,50.4,1.8
 Q3,2015,15499,Manual,54296,Diesel,145,52.3,2.0
 TT,2016,16199,Manual,16063,Diesel,30,62.8,2.0
 A3,2015,13599,Manual,43523,Petrol,20,60.1,1.4
 A3,2016,15899,Manual,17104,Petrol,20,60.1,1.4
 A1,2015,11786,Manual,21769,Diesel,0,80.7,1.6
 A6,2015,15352,Automatic,71494,Diesel,30,64.2,2.0
 A3,2016,12999,Manual,18663,Petrol,20,60.1,1.0
 A4,2016,10199,Manual,98791,Diesel,20,70.6,2.0
 A3,2013,9312,Manual,63986,Diesel,0,74.3,1.6
 A4,2017,18299,Automatic,33130,Diesel,145,67.3,2.0
 A3,2016,14821,Manual,38786,Diesel,20,64.2,2.0
 A5,2015,15999,Automatic,34116,Diesel,125,58.9,2.0
 A4,2016,13799,Manual,32073,Diesel,0,74.3,2.0
 A6,2014,15999,Automatic,30603,Diesel,30,64.2,2.0
 Q3,2014,14799,Automatic,29998,Diesel,200,47.9,2.0
 A3,2016,14599,Manual,39238,Diesel,20,65.7,2.0
 A5,2016,13699,Manual,34553,Diesel,125,58.9,2.0
 A5,2016,16199,Automatic,64713,Diesel,160,50.4,2.0
 Q5,2015,16638,Automatic,53990,Diesel,200,47.9,2.0
 A4,2016,15158,Automatic,27354,Petrol,30,55.4,2.0
 A4,2016,10923,Manual,87754,Diesel,0,74.3,2.0
 A3,2016,15499,Automatic,48573,Hybrid,0,176.6,1.4
 A4,2017,16499,Automatic,40852,Diesel,145,70.6,2.0
 TT,2015,13999,Manual,65799,Diesel,20,67.3,2.0
 A1,2014,7875,Manual,70796,Petrol,30,55.4,1.2
 A3,2016,9699,Manual,84049,Diesel,0,74.3,1.6
 A1,2018,17499,Automatic,8506,Petrol,145,55.4,1.4
 A4,2014,9899,Manual,56180,Diesel,30,61.4,2.0
 A1,2017,12000,Manual,29264,Diesel,150,76.3,1.6
 A3,2014,12239,Manual,48030,Diesel,0,74.3,1.6
 A3,2016,15499,Manual,11318,Petrol,30,55.4,1.4
 A1,2013,8399,Manual,29899,Petrol,125,53.3,1.4
 A1,2016,11663,Manual,28349,Petrol,30,55.4,1.4
 A3,2017,16089,Manual,21396,Petrol,20,60.1,1.4
 A1,2016,12710,Manual,33309,Diesel,20,72.4,1.6
 A3,2016,16750,Automatic,41656,Diesel,30,61.4,2.0
 A5,2016,19999,Automatic,14790,Petrol,160,44.1,1.8
 A5,2017,19599,Manual,16951,Petrol,125,49.6,2.0
 A3,2016,9999,Manual,63562,Diesel,20,68.9,2.0
 Q7,2012,18299,Automatic,57080,Diesel,300,38.2,3.0
 A4,2017,17750,Automatic,33112,Diesel,145,65.7,2.0
 A3,2014,17499,Automatic,37357,Petrol,200,40.9,2.0
 A6,2016,19499,Automatic,40984,Diesel,145,56.5,2.0
 Q3,2015,16999,Manual,25447,Diesel,145,52.3,2.0
 A4,2016,15999,Automatic,46616,Diesel,30,67.3,2.0
 A3,2017,18599,Automatic,14751,Diesel,20,72.4,1.6
 A3,2015,10249,Manual,54735,Diesel,0,83.1,1.6
 A3,2015,9999,Manual,41843,Diesel,0,83.1,1.6
 A3,2015,8599,Manual,74209,Diesel,0,74.3,1.6
 A1,2016,10159,Manual,31461,Diesel,0,76.3,1.6
 A3,2016,11250,Manual,37812,Diesel,125,58.9,2.0
 Q5,2017,27499,Automatic,15183,Diesel,145,55.4,2.0
 Q5,2016,16749,Automatic,85503,Diesel,200,47.1,2.0
 A3,2015,14999,Automatic,38456,Petrol,30,57.6,1.4
 A3,2015,10195,Automatic,57345,Petrol,20,58.9,1.2
 A1,2017,12313,Manual,27015,Petrol,145,55.4,1.4
 Q3,2017,17749,Manual,25737,Petrol,125,51.4,1.4
 A1,2016,9249,Manual,65436,Diesel,0,76.3,1.6
 A6,2016,13699,Automatic,44652,Diesel,20,67.3,2.0
 TT,2016,17695,Manual,17374,Petrol,160,46.3,1.8
 A1,2016,11999,Manual,48090,Petrol,30,55.4,1.4
 A4,2016,15495,Manual,55514,Diesel,30,67.3,2.0
 Q3,2012,10999,Manual,62898,Diesel,160,49.6,2.0
 A1,2016,10726,Manual,24755,Diesel,0,76.3,1.6
 A1,2016,11447,Manual,25818,Diesel,0,76.3,1.6
 A4,2017,17995,Manual,25562,Diesel,145,70.6,2.0
 A6,2015,15800,Automatic,47694,Diesel,30,64.2,2.0
 A6,2017,20000,Automatic,40930,Diesel,145,58.9,2.0
 A6,2016,16295,Manual,56904,Diesel,30,61.4,2.0
 A4,2017,22199,Automatic,13063,Petrol,145,52.3,2.0
 A5,2015,13650,Manual,37314,Diesel,145,55.4,2.0
 Q3,2017,18000,Automatic,18153,Petrol,145,47.9,1.4
 A4,2016,13476,Automatic,48764,Diesel,0,72.4,2.0
 Q3,2016,18625,Automatic,36483,Diesel,160,50.4,2.0
 A3,2015,15995,Automatic,28457,Diesel,125,57.6,2.0
 Q3,2016,17250,Automatic,42624,Diesel,145,51.4,2.0
 A1,2017,9999,Manual,29155,Diesel,0,76.3,1.6
 A5,2013,10000,Manual,37362,Diesel,125,57.6,2.0
 Q2,2017,16595,Manual,25777,Petrol,125,52.3,1.4
 A1,2017,14761,Manual,21054,Petrol,30,58.9,1.4
 A1,2017,11949,Manual,10909,Petrol,0,67.3,1.0
 A1,2013,10328,Automatic,49898,Petrol,125,53.3,1.4
 A1,2015,9999,Manual,37759,Diesel,0,80.7,1.6
 A1,2014,13499,Manual,55433,Petrol,200,40.4,2.0
 A7,2018,38880,Automatic,19132,Petrol,150,39.8,3.0
 A1,2015,11960,Manual,25026,Petrol,30,58.9,1.4
 TT,2015,15699,Manual,20517,Diesel,20,67.3,2.0
 A5,2017,20499,Manual,10987,Diesel,145,68.9,2.0
 A1,2016,12760,Manual,28369,Petrol,30,55.4,1.4
 A4,2015,20999,Automatic,24204,Petrol,260,35.8,3.0
 Q3,2014,14599,Manual,33679,Diesel,160,50.4,2.0
 A4,2016,15299,Manual,19752,Diesel,20,70.6,2.0
 A3,2015,10451,Manual,31983,Diesel,20,70.6,1.6
 Q5,2014,13525,Manual,63000,Petrol,235,37.7,2.0
 A3,2016,20499,Automatic,27809,Petrol,200,40.9,2.0
 Q3,2016,14406,Manual,58689,Diesel,30,60.1,2.0
 A3,2016,14551,Automatic,46636,Diesel,125,61.4,2.0
 A1,2016,13500,Manual,39937,Petrol,30,55.4,1.4
 A6,2018,26850,Automatic,17703,Diesel,150,50.4,2.0
 A3,2014,11499,Manual,31036,Diesel,20,67.3,2.0
 A3,2015,17299,Automatic,13357,Petrol,160,43.5,1.8
 A3,2016,9999,Manual,33534,Diesel,0,83.1,1.6
 A3,2016,14890,Manual,20681,Petrol,30,58.9,1.4
 A4,2017,17499,Automatic,58097,Diesel,145,62.8,2.0
 A3,2015,14536,Automatic,42195,Petrol,30,54.3,1.4
 A4,2016,12999,Manual,62266,Diesel,20,70.6,2.0
 A3,2013,7299,Manual,59447,Diesel,0,74.3,1.6
 A4,2014,11644,Manual,53785,Diesel,30,62.8,2.0
 A1,2015,11655,Automatic,39207,Diesel,0,76.3,1.6
 A7,2015,18780,Automatic,55457,Diesel,165,52.3,3.0
 Q7,2016,25930,Automatic,53801,Diesel,200,47.9,3.0
 A5,2017,23830,Automatic,24193,Diesel,150,62.8,2.0
 A3,2018,18350,Manual,13953,Petrol,150,54.3,1.5
 A4,2015,14548,Automatic,33333,Diesel,145,53.3,2.0
 A3,2016,11762,Manual,34979,Petrol,30,56.5,1.2
 Q5,2014,16999,Automatic,39358,Diesel,200,47.1,2.0
 A1,2016,10799,Manual,21700,Petrol,0,67.3,1.0
 Q5,2016,18999,Automatic,65401,Diesel,200,47.1,2.0
 A8,2013,16999,Automatic,43052,Diesel,235,44.1,3.0
 Q3,2016,16999,Manual,51708,Diesel,160,49.6,2.0
 A1,2016,11673,Manual,36942,Petrol,30,55.4,1.4
 A3,2012,9999,Automatic,84332,Petrol,125,50.4,1.8
 A4,2012,8147,Manual,84535,Diesel,30,61.4,2.0
 A5,2017,26430,Automatic,26785,Petrol,240,38.2,3.0
 Q3,2016,16995,Manual,25200,Diesel,150,55.4,2.0
 A1,2016,11999,Manual,15683,Petrol,0,67.3,1.0
 A3,2016,13495,Manual,72643,Diesel,20,65.7,2.0
 A1,2013,9791,Manual,17956,Petrol,125,52.3,1.4
 A3,2015,11799,Manual,58680,Diesel,20,68.9,1.6
 Q5,2015,18499,Manual,26153,Diesel,200,47.9,2.0
 A3,2013,8799,Manual,55856,Diesel,0,74.3,1.6
 A3,2016,13499,Automatic,35930,Diesel,30,64.2,2.0
 A3,2017,12799,Manual,27385,Diesel,0,74.3,1.6
 A3,2016,11513,Manual,82785,Diesel,20,67.3,2.0
 A8,2017,34930,Automatic,3793,Diesel,145,50.4,3.0
 Q2,2018,20680,Automatic,14882,Petrol,145,52.3,1.4
 A4,2017,19430,Automatic,23548,Diesel,145,65.7,2.0
 A8,2017,33330,Automatic,4510,Diesel,145,50.4,3.0
 Q5,2016,24430,Automatic,64685,Diesel,240,42.8,3.0
 A6,2016,23400,Automatic,37998,Diesel,160,50.4,3.0
 A3,2016,11795,Manual,76860,Diesel,20,67.3,2.0
 Q3,2016,12000,Manual,92930,Diesel,125,56.5,2.0
 A4,2014,10000,Manual,80120,Diesel,30,62.8,2.0
 Q3,2015,17850,Automatic,25988,Diesel,160,50.4,2.0
 Q2,2017,18930,Automatic,14257,Petrol,145,54.3,1.4
 A6,2015,19780,Automatic,49373,Diesel,125,61.4,2.0
 Q3,2016,12795,Automatic,82970,Diesel,145,53.3,2.0
 A6,2014,11000,Automatic,106420,Diesel,30,64.2,2.0
 Q3,2015,12500,Manual,99590,Diesel,160,49.6,2.0
 A6,2015,10795,Automatic,120500,Diesel,30,64.2,2.0
 A3,2016,7500,Manual,103040,Diesel,20,68.9,2.0
 A6,2014,13199,Manual,39562,Diesel,30,62.8,2.0
 A3,2017,17780,Manual,24833,Petrol,145,55.4,1.5
 Q3,2016,21200,Automatic,10931,Petrol,200,40.4,2.0
 A3,2015,10467,Manual,41402,Diesel,20,68.9,2.0
 A1,2015,9499,Manual,46526,Petrol,0,67.3,1.0
 A4,2016,11295,Automatic,119880,Diesel,30,64.2,2.0
 A6,2015,14000,Automatic,114520,Diesel,30,64.2,2.0
 Q7,2018,60750,Automatic,26885,Diesel,150,37.2,4.0
 Q2,2018,17250,Manual,18887,Petrol,145,52.3,1.4
 A4,2017,19950,Automatic,36775,Diesel,145,61.4,2.0
 Q3,2017,18950,Automatic,56885,Diesel,145,51.4,2.0
 TT,2018,29350,Automatic,15981,Petrol,150,40.9,2.0
 A1,2017,14450,Manual,47108,Petrol,150,56.5,1.4
 Q2,2017,16750,Manual,34440,Petrol,125,52.3,1.4
 A6,2018,21950,Automatic,26265,Diesel,150,61.4,2.0
 A1,2016,8500,Manual,75869,Diesel,0,80.7,1.6
 A3,2016,15000,Automatic,41135,Petrol,30,58.9,1.4
 A3,2014,7599,Manual,50416,Diesel,0,74.3,1.6
 A4,2015,11000,Automatic,59117,Diesel,125,57.6,2.0
 A3,2013,10499,Automatic,40328,Petrol,30,56.5,1.4
 A1,2015,11000,Manual,29119,Petrol,30,56.5,1.4
 A6,2016,23499,Automatic,40584,Diesel,160,51.4,3.0
 A1,2013,6299,Manual,80814,Diesel,0,74.3,1.6
 A3,2016,11000,Manual,32467,Diesel,20,70.6,1.6
 A1,2015,10000,Manual,36196,Diesel,0,80.7,1.6
 A6,2015,17000,Automatic,64266,Diesel,200,47.9,3.0
 A1,2015,10000,Manual,62632,Petrol,20,60.1,1.4
 Q3,2016,16499,Manual,28646,Diesel,145,51.4,2.0
 A3,2016,11499,Manual,30836,Petrol,125,53.3,1.4
 A3,2017,12000,Manual,20549,Petrol,145,62.8,1.0
 A3,2016,12999,Manual,38938,Diesel,30,68.9,1.6
 A4,2017,17999,Automatic,24068,Diesel,30,62.8,2.0
 Q5,2015,17999,Manual,36435,Diesel,200,47.9,2.0
 A3,2014,7699,Manual,81008,Diesel,20,68.9,2.0
 Q3,2015,14699,Manual,27736,Diesel,145,56.5,2.0
 A4,2015,12000,Manual,81790,Diesel,125,57.6,2.0
 A6,2016,12000,Manual,121200,Diesel,30,61.4,2.0
 Q3,2015,11500,Manual,79070,Diesel,145,56.5,2.0
 A3,2014,9895,Manual,94410,Petrol,30,58.9,1.4
 Q3,2015,15295,Automatic,57140,Diesel,160,51.4,2.0
 A3,2016,9500,Manual,117740,Petrol,30,57.6,1.4
 A4,2015,9500,Automatic,100860,Diesel,0,72.4,2.0
 A3,2015,9000,Manual,61220,Diesel,0,83.1,1.6
 A6,2016,11499,Manual,87234,Diesel,30,61.4,2.0
 A4,2015,10000,Manual,68899,Diesel,20,67.3,2.0
 A5,2017,19985,Automatic,29500,Diesel,145,62.8,2.0
 A5,2015,15950,Automatic,30554,Diesel,160,52.3,2.0
 A8,2015,18950,Automatic,46558,Diesel,200,47.9,3.0
 Q3,2017,21500,Manual,29854,Diesel,145,50.4,2.0
 A3,2015,9795,Automatic,121420,Hybrid,0,176.6,1.4
 A1,2016,8295,Manual,88340,Diesel,0,76.3,1.6
 A3,2015,10495,Manual,86540,Diesel,20,67.3,2.0
 A6,2014,13500,Automatic,92160,Diesel,200,44.8,3.0
 A6,2017,14795,Automatic,77240,Diesel,145,67.3,2.0
 A1,2016,11450,Manual,16552,Petrol,30,57.6,1.4
 A1,2017,12950,Manual,33005,Diesel,145,76.3,1.6
 A4,2017,24750,Automatic,24885,Petrol,145,38.7,3.0
 A6,2018,22750,Automatic,25448,Diesel,145,56.5,2.0
 A1,2016,10950,Manual,29702,Petrol,0,67.3,1.0
 Q3,2016,18500,Automatic,28221,Diesel,165,50.4,2.0
 TT,2017,19000,Manual,14623,Petrol,150,46.3,1.8
 A3,2016,14200,Manual,25726,Petrol,20,60.1,1.4
 A4,2017,14400,Manual,16390,Petrol,150,53.3,1.4
 A3,2017,19300,Manual,19471,Petrol,145,55.4,1.5
 Q3,2017,20000,Automatic,27285,Petrol,145,47.9,1.4
 Q2,2018,17000,Manual,37449,Diesel,145,49.6,1.6
 TT,2016,17700,Manual,33538,Diesel,30,61.4,2.0
 TT,2015,15000,Manual,36343,Diesel,20,67.3,2.0
 A1,2016,12500,Manual,14521,Petrol,30,55.4,1.4
 A1,2017,15400,Manual,15322,Petrol,145,56.5,1.4
 A1,2018,14450,Automatic,14655,Petrol,150,64.2,1.0
 A3,2017,17950,Manual,9088,Petrol,145,60.1,1.4
 A4,2017,18600,Automatic,23052,Diesel,145,67.3,2.0
 A5,2017,24700,Automatic,14079,Diesel,145,65.7,2.0
 Q7,2015,29950,Automatic,25956,Diesel,205,47.9,3.0
 A3,2012,6695,Manual,48000,Diesel,20,68.9,1.6
 Q3,2016,17499,Automatic,36615,Diesel,145,51.4,2.0
 A4,2016,16000,Manual,38155,Diesel,20,68.9,2.0
 Q7,2018,53950,Automatic,26520,Diesel,145,39.2,4.0
 Q7,2017,45950,Automatic,35652,Diesel,305,39.2,4.0
 Q2,2018,19450,Manual,18254,Diesel,150,61.4,1.6
 TT,2015,19000,Automatic,18885,Petrol,160,44.1,2.0
 TT,2018,22950,Manual,14755,Diesel,150,60.1,2.0
 A1,2016,13450,Manual,22652,Diesel,0,72.4,1.6
 A6,2017,21950,Automatic,28685,Diesel,145,55.4,3.0
 Q2,2017,19950,Automatic,68454,Diesel,150,58.9,2.0
 Q7,2018,54950,Automatic,27258,Diesel,150,39.2,4.0
 R8,2018,95950,Automatic,5044,Petrol,150,23.0,5.2
 Q5,2015,18950,Semi-Auto,48540,Petrol,200,47.1,2.0
 Q7,2017,46950,Automatic,32655,Diesel,145,39.2,4.0
 A6,2017,16950,Manual,27554,Diesel,145,61.4,2.0
 Q3,2016,16499,Automatic,20589,Diesel,145,56.5,2.0
 A3,2017,12699,Manual,38770,Diesel,20,67.3,2.0
 A3,2015,10999,Manual,31332,Petrol,30,56.5,1.2
 A3,2017,13000,Manual,25720,Diesel,20,70.6,2.0
 A1,2016,11950,Manual,35685,Petrol,0,67.3,1.0
 A3,2017,12995,Automatic,15083,Diesel,145,72.4,1.6
 TT,2017,22950,Automatic,18352,Petrol,150,42.8,2.0
 A4,2018,20950,Manual,14544,Petrol,150,48.7,1.4
 A6,2017,20450,Semi-Auto,53544,Diesel,145,58.9,2.0
 TT,2017,18950,Manual,30562,Diesel,145,62.8,2.0
 A6,2017,21450,Automatic,29888,Diesel,145,61.4,2.0
 A6,2017,21950,Automatic,24885,Diesel,145,61.4,2.0
 Q2,2017,21000,Semi-Auto,19422,Diesel,150,57.7,2.0
 A3,2018,16950,Manual,28950,Petrol,145,60.1,1.0
 Q5,2018,32350,Automatic,13558,Diesel,150,48.7,3.0
 A3,2015,8395,Automatic,74369,Diesel,30,62.8,2.0
 RS6,2014,44491,Automatic,43752,Petrol,555,28.8,4.0
 A7,2016,22450,Automatic,30122,Diesel,150,53.3,3.0
 Q3,2015,15950,Manual,47178,Diesel,165,49.6,2.0
 A1,2016,12750,Manual,10380,Petrol,30,55.4,1.4
 A3,2017,28350,Automatic,15336,Petrol,150,43.5,2.0
 A3,2014,10800,Manual,44015,Diesel,20,67.3,2.0
 A1,2017,12400,Manual,24736,Diesel,150,80.7,1.6
 A3,2014,9300,Manual,46302,Petrol,30,57.6,1.2
 A3,2016,11200,Semi-Auto,66680,Diesel,0,74.3,1.6
 A5,2014,12000,Manual,42953,Diesel,20,64.2,2.0
 A3,2016,13500,Manual,47602,Petrol,30,57.6,1.4
